stid,ok,name,start_date,end_date,lat,lon,heigh,height2,type,disappear_time,remark,gjjhzh_194_remark,ybzh_2170_remark,,,,红色112
52998,甘肃,渭源,198101,201012,35.13333333,104.2,2111,2112.2,,,,,一般站,,,,
53068,内蒙古,二连浩特,195510,201207,43.63333333,111.9333333,963.1,964.1,基本站,,,国际交换站,一般站,,,,
53083,内蒙古,那仁宝力格,195712,200012,44.61666667,114.15,1181.6,1182.9,基本站,,,,一般站,,,,
53149,内蒙古,满都拉,195711,200012,42.53333333,110.1333333,1225.2,1226.7,基本站,,缺199002,,一般站,,,,
53192,内蒙古,阿巴嘎,195206,201207,44.01666667,114.95,1126.1,1127.3,基准站,,1992年改基准站,国际交换站,一般站,,,,
53195,内蒙古,苏尼特左旗,195512,200012,43.86666667,113.6333333,1036.7,1036.7,基本站,,,,,,,,
53231,内蒙古,海力素,197010,200012,41.4,106.4,1509.6,1510.6,基本站,,,,一般站,,,,
53276,内蒙古,朱日和,195205,201207,42.4,112.9,1150.8,1150.8,基准站,,1987年改基准站,国际交换站,,,,,
53289,内蒙古,镶黄旗,198101,201012,42.23333333,113.0833333,1322.1,1322.8,,,,,一般站,,,,
53336,内蒙古,乌拉特后旗,195401,201207,41.56666667,108.5166667,1288,1289.2,基准站,,1989年改基准站,国际交换站,一般站,,,,
53337,内蒙古,五原,198101,201012,41.1,108.2666667,1023.7,1025.4,,,,,一般站,,,,
53348,内蒙古,大佘太,198101,201012,41.01666667,109.1333333,1078.7,1080.5,,,,,一般站,,,,
53352,内蒙古,达茂旗,195312,201207,41.7,110.4333333,1376.6,1376.2,基本站,,,国际交换站,一般站,,,,
53357,内蒙古,固阳,198101,201012,41.03333333,110.05,1360.4,1362.1,,,,,一般站,,,,
53362,内蒙古,四子王旗,195901,200012,41.53333333,111.6833333,1490.1,1491.4,基本站,,,,一般站,,,,
53367,内蒙古,希拉穆仁,198101,201012,41.31666667,111.2333333,1602.3,1603.7,,,,,一般站,,,,
53368,内蒙古,武川,198101,201012,41.08333333,111.4666667,1637.3,1640.2,,,,,一般站,,,,
53378,内蒙古,察右中旗,198101,201012,41.28333333,112.6166667,1737.3,1737.9,,,,,一般站,,,,
53384,内蒙古,察右后旗,198101,201012,41.45,113.1833333,1423.5,1424.9,,,,,一般站,,,,
53385,内蒙古,商都,198101,201012,41.6,113.5333333,1420,1420.9,,,,,一般站,,,,
53391,内蒙古,化德,195212,201207,41.9,114,1482.7,1484.6,基本站,,,国际交换站,一般站,,,,
53392,河北,康保,198101,201012,41.85,114.6,1422.4,1423.5,,,,,一般站,,,,
53397,河北,尚义,198101,201012,41.1,113.9833333,1376.5,1377.7,,,,,一般站,,,,
53399,河北,张北,198901,200012,41.15,114.7,1393.3,1394.4,基准站,,1989年改基准站,,一般站,,,,
53419,内蒙古,磴口,198101,201012,40.03333333,107,1055.3,1060.4,,,,,一般站,,,,
53420,内蒙古,杭锦后旗,195401,199502,40.85,107.1166667,1024,1024.9,一般站,缺195508、199109、199206、199302、199305、199308、199410、199411,1991年改一般站,,一般站,,,,
53433,内蒙古,乌拉特前旗,198101,201012,40.73333333,108.65,1020.4,1022,,,,,一般站,,,,
53446,内蒙古,包头,195101,200012,40.53333333,109.8833333,1004.7,1005.9,基本站,,缺195401、195402,,一般站,,,,
53455,内蒙古,土右旗,198101,201012,40.55,110.5333333,998.6,1000.9,,,,,一般站,,,,
53457,内蒙古,达拉特,198101,201012,40.4,110.0333333,1011,1012.2,,,,,一般站,,,,
53463,内蒙古,呼和浩特,195102,201207,40.85,111.5666667,1153.5,1154.4,基本站,,,国际交换站,一般站,,,,
53464,内蒙古,土默特左旗,198101,201012,40.71666667,111.0166667,1042.7,1047.5,,,,,一般站,,,,
53466,内蒙古,呼和浩特郊区站,199101,201012,40.75,111.7,1045.4,1046.6,,,,,一般站,,,,
53467,内蒙古,托克托,198101,201012,40.26666667,111.1833333,1016,1017.5,,,,,一般站,,,,
53469,内蒙古,和林格尔,198101,201012,40.4,111.8166667,1166.7,1164,,,,,一般站,,,,
53472,内蒙古,卓资,198101,201012,40.86666667,112.5666667,1451.7,1453.2,,,,,一般站,,,,
53475,内蒙古,凉城,198101,201012,40.51666667,112.4666667,1268.9,1272.2,,,,,一般站,,,,
53478,山西,右玉,195701,200012,40,112.45,1345.8,1346.7,基本站,,,,一般站,,,,
53480,内蒙古,集宁,195401,200012,41.03333333,113.0666667,1419.3,1421.5,基本站,,,,一般站,,,,
53481,内蒙古,察右前旗,198101,201012,40.8,113.2166667,1316.8,1317.1,,,,,一般站,,,,
53483,内蒙古,兴和,198101,201012,40.86666667,113.0833333,1268.7,1269.9,,,,,一般站,,,,
53484,内蒙古,丰镇,198101,201012,40.45,113.15,1191.5,1192.9,,,,,一般站,,,,
53486,山西,阳高,198101,201012,40.36666667,113.7666667,1050.3,1051.2,,,,,一般站,,,,
53487,山西,大同,195501,201207,40.08333333,113.4166667,1052.6,1053.6,基准站,,1994年改基准站,国际交换站,一般站,,,,
53488,山西,大同县,198101,201012,40.03333333,113.5833333,1034.3,1035.4,,,,,一般站,,,,
53490,山西,天镇,198101,201012,40.43333333,114.05,1014.7,1015.7,,,,,一般站,,,,
53491,河北,怀安,198101,201012,40.06666667,114.3833333,837.7,838.8,,,,,一般站,,,,
53492,河北,阳原,198101,201012,40.1,114.15,937.6,938.7,,,,,一般站,,,,
53498,河北,宣化,198101,201012,40.56666667,115.0333333,629.3,630.5,,,,,一般站,,,,
53499,河北,万全,198101,201012,40.76666667,114.7333333,755.2,756.2,,,,,一般站,,,,
53502,内蒙古,吉兰太,195501,201207,39.78333333,105.75,1031.8,1031.8,基本站,,,国际交换站,,,,,
53512,内蒙古,乌海,198101,201012,39.8,106.8,1105.6,1105.8,,,,,一般站,,,,
53513,内蒙古,临河,195611,200012,40.73333333,107.3666667,1041.1,1042.3,基本站,,,,一般站,,,,
53517,宁夏,石炭井,198101,201012,39.26666667,106.0333333,1464.5,1466.4,,,,,一般站,,,,
53518,宁夏,石嘴山,198101,201012,39.03333333,106.35,1117.7,1118.7,,,,,一般站,,,,
53519,宁夏,惠农,195701,200012,39.21666667,106.7666667,1092.5,1093.1,基本站,,,,一般站,,,,
53522,内蒙古,伊克乌素,198101,201012,40.05,107.0833333,1180.3,1181.4,,,,,一般站,,,,
53529,内蒙古,鄂托克,195410,201207,39.08333333,107.9666667,1381.4,1381.7,基本站,,,国际交换站,一般站,,,,
53533,内蒙古,杭锦旗,198101,201012,39.81666667,108.7166667,1414,1414.4,,,,,一般站,,,,
53543,内蒙古,东胜,195612,200012,39.08333333,109.9833333,1461.9,1462.8,基准站,,1991年改基准站,,一般站,,,,
53545,内蒙古,伊金霍洛,195811,199502,39.56666667,109.7166667,1367,1367.3,一般站,缺196811-196905、199302、199305、199307、199308、199311、199402 199407、199408、199410、199411,1991年改一般站,,一般站,,,,
53553,内蒙古,准格尔,198101,201012,39.86666667,111.2166667,1221.4,1222.9,,,,,一般站,,,,
53562,内蒙古,清水河,198101,201012,39.91666667,111.0666667,1187.4,1192.2,,,,,一般站,,,,
53564,山西,河曲,195411,200012,39.38333333,111.15,861.5,862.5,基本站,,,,一般站,,,,
53565,山西,偏关,198101,201012,39.43333333,111.05,1051.7,1050.8,,,,,一般站,,,,
53567,陕西,府谷,198101,201012,39.01666667,111,1024.3,1025.1,,,,,一般站,,,,
53573,山西,左云,198101,201012,40,112.7,1336.3,1337.7,,,,,一般站,,,,
53574,山西,平鲁,198101,201012,39.51666667,112.2666667,1409.4,1408.6,,,,,一般站,,,,
53575,山西,神池,198101,201012,39.1,112.2,1525.4,1526.2,,,,,一般站,,,,
53576,山西,山阴,198101,201012,39.05,112.8166667,1045,1045.9,,,,,一般站,,,,
53577,山西,宁武,198101,201012,39,112.3,1437.4,1438.7,,,,,一般站,,,,
53578,山西,朔州,198101,201012,39.36666667,112.4333333,1114.8,1115.7,,,,,一般站,,,,
53579,山西,代县,198101,201012,39.01666667,112.9,859.7,860.6,,,,,一般站,,,,
53582,山西,浑源,198101,201012,39.71666667,113.0666667,1079.2,1080.7,,,,,一般站,,,,
53584,山西,应县,198101,201012,39.56666667,113.0166667,1000.7,1001.9,,,,,一般站,,,,
53585,山西,繁峙,198101,201012,39.01666667,113.2666667,933.9,935.2,,,,,一般站,,,,
53588,山西,五台山,195601,200012,38.95,113.5166667,2208.3,2209.3,基本站,,,,一般站,,,,
53590,山西,广灵,198101,201012,39.75,114.2666667,977.8,979.4,,,,,一般站,,,,
53593,河北,蔚县,195401,200012,39.08333333,114.5666667,909.5,910.5,基本站,,,,一般站,,,,
53594,山西,灵丘,198101,201012,39.45,114.1833333,938.7,939.7,,,,,一般站,,,,
53596,河北,顺平,198101,201012,38.85,115.1333333,52.2,53.4,,,,,一般站,,,,
53599,河北,涞源,198101,201012,39.36666667,114.6833333,884.4,885.6,,,,,一般站,,,,
53602,内蒙古,阿拉善左旗,195212,200012,38.83333333,105.6666667,1561.4,1561.4,基本站,,,,,,,,
53603,宁夏,沙湖,200701,201012,38.08333333,106.3666667,1095,1096,,,,,一般站,,,,
53610,宁夏,贺兰,198101,201012,38.56666667,106.35,1106.2,1107,,,,,一般站,,,,
53611,宁夏,平罗,198101,201012,38.88333333,106.55,1098.7,1099.4,,,,,一般站,,,,
53612,宁夏,吴忠,198101,201012,37.98333333,106.1833333,1128.8,1132.2,,,,,一般站,,,,
53614,宁夏,银川,195101,201207,38.46666667,106.2,1110.9,1111.6,基准站,,1988年改基准站,国际交换站,一般站,,,,
53615,宁夏,陶乐,195901,200012,38.8,106.7,1101.6,1102.9,基本站,,,,一般站,,,,
53617,宁夏,青铜峡,198101,201012,38.03333333,106.0833333,1118,1119.2,,,,,一般站,,,,
53618,宁夏,永宁,198101,201012,38.28333333,106.25,1113.7,1115.5,,,,,一般站,,,,
53619,宁夏,灵武,198101,201012,38.11666667,106.3,1115.9,1117.3,,,,,一般站,,,,
53644,内蒙古,乌审旗,198101,201012,38.6,108.0833333,1307.2,1309.3,,,,,一般站,,,,
53646,陕西,榆林,195101,201207,38.26666667,109.7833333,1157,1157.8,基本站,,,国际交换站,一般站,,,,
53651,陕西,神木,198101,201012,38.81666667,110.4666667,1098,1099.1,,,,,一般站,,,,
53658,陕西,佳县,198101,201012,38.03333333,110.4833333,894.4,895.4,,,,,一般站,,,,
53659,山西,临县,198101,201012,37.96666667,111,1163.3,1164.1,,,,,一般站,,,,
53660,山西,保德,198101,201012,39.01666667,111.0833333,894.4,893.5,,,,,一般站,,,,
53662,山西,岢岚,198101,201012,38.71666667,111.5833333,1396.7,1397.7,,,,,一般站,,,,
53663,山西,五寨,195701,200012,38.91666667,111.8166667,1401,1402,基本站,,,,一般站,,,,
53664,山西,兴县,195501,200012,38.46666667,111.1333333,1012.6,1013.6,基本站,,,,一般站,,,,
53665,山西,岚县,198101,201012,38.28333333,111.65,1185.1,1186,,,,,一般站,,,,
53666,山西,静乐,198101,201012,38.35,111.9333333,1212.2,1214.1,,,,,一般站,,,,
53669,山西,娄烦,198101,201012,38.08333333,111.8,1150.3,1151.5,,,,,一般站,,,,
53673,山西,原平,195401,201207,38.73333333,112.7166667,828.2,829.6,基本站,,,国际交换站,一般站,,,,
53674,山西,忻府区,198101,201012,38.4,112.7,869.9,870.7,,,,,一般站,,,,
53676,山西,定襄,198101,201012,38.05,112.9833333,759.4,760.9,,,,,一般站,,,,
53677,山西,尖草坪区,198101,201012,37.93333333,112.4833333,806.5,807.4,,,,,一般站,,,,
53678,山西,阳曲,198101,201012,38.06666667,112.65,897.1,902.1,,,,,一般站,,,,
53679,山西,小店区,198101,201012,37.75,112.55,776.2,777.2,,,,,一般站,,,,
53680,河北,灵寿,198101,201012,38.3,114.3833333,108.9,110.1,,,,,一般站,,,,
53681,山西,五台县,198101,201012,38.08333333,113.3666667,1096.2,1097.7,,,,,一般站,,,,
53682,河北,曲阳,198101,201012,38.63333333,114.6833333,104.1,105.3,,,,,一般站,,,,
53685,山西,盂县,198101,201012,38.06666667,113.4166667,953.2,953.8,,,,,一般站,,,,
53687,山西,平定,198101,201012,37.78333333,113.6333333,753,753.8,,,,,一般站,,,,
53688,河北,行唐,198101,201012,38.41666667,114.55,100.3,101.8,,,,,一般站,,,,
53689,河北,晋州,198101,201012,38.01666667,115.0666667,42.4,43.5,,,,,一般站,,,,
53690,河北,阜平,198101,201012,38.85,114.1833333,281.9,283.1,,,,,一般站,,,,
53691,河北,正定,198101,201012,38.15,114.5666667,71,72.1,,,,,一般站,,,,
53692,河北,唐县,198101,201012,38.73333333,114.9833333,66.5,67.6,,,,,一般站,,,,
53693,河北,井陉,198101,201012,38.03333333,114.1333333,255.5,256.6,,,,,一般站,,,,
53694,河北,平山,198101,201012,38.26666667,114.2166667,131,132,,,,,一般站,,,,
53695,河北,新乐,198101,201012,38.35,114.6833333,70.8,72,,,,,一般站,,,,
53696,河北,定州,198101,201012,38.55,115.0166667,41.4,42.3,,,,,一般站,,,,
53697,河北,藁城,198101,201012,38.03333333,114.0833333,53.5,54.6,,,,,一般站,,,,
53698,河北,石家庄,195501,201207,38.03333333,114.4166667,81,81,基本站,,,国际交换站,,,,,
53699,河北,无极,198101,201012,38.18333333,114.95,45.4,46.6,,,,,一般站,,,,
53704,宁夏,中卫,195901,199012,37.53333333,105.1833333,1225.7,1226.6,一般站,,1991年撤消,,一般站,,,,
53705,宁夏,中宁,195301,200012,37.48333333,105.6833333,1183.4,1184.4,基本站,,,,一般站,,,,
53707,宁夏,兴仁,198101,201012,36.93333333,105.25,1697.9,1699,,,,,一般站,,,,
53723,宁夏,盐池,195401,201207,37.8,107.3833333,1349.3,1350.4,基本站,,,国际交换站,一般站,,,,
53725,陕西,定边,198901,200012,37.58333333,107.5833333,1360.3,1361.2,基准站,,1989年改基准站,,一般站,,,,
53727,宁夏,麻黄山,198101,201012,37.01666667,107.1166667,1712.5,1713.5,,,,,一般站,,,,
53730,内蒙古,鄂托克前旗,198101,201012,38.18333333,107.4833333,1333.3,1335,,,,,一般站,,,,
53732,内蒙古,河南,198101,201012,37.85,108.7166667,1209.9,1211.5,,,,,一般站,,,,
53735,陕西,靖边,198101,201012,37.61666667,108.8,1336.7,1337.8,,,,,一般站,,,,
53738,陕西,吴旗,195610,200012,36.91666667,108.0166667,1331.4,1331.1,基本站,,缺196806-196809,,一般站,,,,
53740,陕西,横山,195401,200012,37.93333333,109.2333333,1111,1107.5,基本站,,,,一般站,,,,
53748,陕西,子长,198101,201012,37.18333333,109.7,1063.3,1064.4,,,,,一般站,,,,
53750,陕西,米脂,198101,201012,37.76666667,110.1833333,931,931.6,,,,,一般站,,,,
53751,陕西,子洲,198101,201012,37.6,110.05,894.6,895.8,,,,,一般站,,,,
53753,山西,柳林,198101,201012,37.43333333,110.8833333,860.1,861,,,,,一般站,,,,
53754,陕西,绥德,195301,200012,37.05,110.2166667,929.7,930.7,基准站,,1993年改基准站,,一般站,,,,
53756,陕西,吴堡,198101,201012,37.51666667,110.7166667,744,745,,,,,一般站,,,,
53757,陕西,清涧,198101,201012,37.11666667,110.1166667,938,938.8,,,,,一般站,,,,
53759,山西,石楼,198101,201012,36.98333333,110.0833333,1109.1,1110.7,,,,,一般站,,,,
53760,山西,方山,198101,201012,37.88333333,111.2333333,1212.4,1213.3,,,,,一般站,,,,
53763,山西,古交,198101,201012,37.91666667,112.0166667,1006.8,1008,,,,,一般站,,,,
53764,山西,离石,195701,200012,37.05,111.1,950.8,951.7,基本站,,缺196903-196907,,一般站,,,,
53767,山西,中阳,198101,201012,37.03333333,111.0166667,1213.1,1212.2,,,,,一般站,,,,
53768,山西,孝义,198101,201012,37.15,111.75,773.4,774.3,,,,,一般站,,,,
53769,山西,汾阳,198101,201012,37.25,111.7833333,747.7,749.1,,,,,一般站,,,,
53770,山西,祁县,198101,201012,37.35,112.35,768.8,769.9,,,,,一般站,,,,
53771,山西,文水,198101,201012,37.41666667,112.05,750,751.3,,,,,一般站,,,,
53772,山西,太原,195101,201207,37.61666667,112.5833333,776.3,777.3,基准站,,1987年改基准站,国际交换站,一般站,,,,
53773,河北,临漳,198101,201012,36.03333333,114.6166667,64.6,65.8,,,,,一般站,,,,
53774,山西,清徐,198101,201012,37.58333333,112.3666667,759.9,760.9,,,,,一般站,,,,
53775,山西,太谷,198101,201012,37.41666667,112.6,785.8,786.7,,,,,一般站,,,,
53776,山西,榆次,198101,201012,37.68333333,112.7666667,831.2,831.5,,,,,一般站,,,,
53777,山西,交城,198101,201012,37.53333333,112.15,759.3,760.2,,,,,一般站,,,,
53778,山西,平遥,198101,201012,37.01666667,112.2166667,780.3,780.9,,,,,一般站,,,,
53780,山西,寿阳,198101,201012,37.9,113.15,1066.1,1067.6,,,,,一般站,,,,
53781,河北,沙河,198101,201012,36.86666667,114.4666667,67.9,69,,,,,一般站,,,,
53782,山西,阳泉,195412,200012,37.93333333,113.6166667,767.2,768.9,基本站,,,,一般站,,,,
53783,山西,昔阳,198101,201012,37.6,113.7,876.2,880.3,,,,,一般站,,,,
53784,河北,赵县,198101,201012,37.75,114.7833333,38.5,39.6,,,,,一般站,,,,
53785,河北,柏乡,198101,201012,37.51666667,114.0666667,35,36.2,,,,,一般站,,,,
53786,山西,左权,198101,201012,37.08333333,113.0333333,1152.5,1154,,,,,一般站,,,,
53787,山西,榆社,195701,200012,37.06666667,112.9833333,1041.4,1042.3,基准站,,1992年改基准站,,一般站,,,,
53788,山西,和顺,198101,201012,37.03333333,113.5666667,1265.7,1267,,,,,一般站,,,,
53789,河北,栾城,198101,201012,37.88333333,114.6333333,52.9,54,,,,,一般站,,,,
53790,河北,高邑,198101,201012,37.63333333,114.6,44.5,45.7,,,,,一般站,,,,
53791,河北,元氏,198101,201012,37.76666667,114.5166667,66.4,67.5,,,,,一般站,,,,
53792,河北,临城,198101,201012,37.45,114.4833333,113,114.2,,,,,一般站,,,,
53794,河北,隆尧,198101,201012,37.35,114.75,33.1,34.3,,,,,一般站,,,,
53795,河北,赞皇,198101,201012,37.65,114.3666667,137.4,138.5,,,,,一般站,,,,
53796,河北,宁晋,198101,201012,37.61666667,114.8833333,30.6,31.8,,,,,一般站,,,,
53797,河北,内邱,198101,201012,37.28333333,114.5166667,73.9,75.1,,,,,一般站,,,,
53798,河北,邢台,195401,200012,37.06666667,114.05,77.3,78.5,基准站,,1987年改基准站,,一般站,,,,
53799,河北,巨鹿,198101,201012,37.23333333,114.9833333,25.9,27.1,,,,,一般站,,,,
53806,宁夏,海源,195712,200012,36.56666667,105.65,1854.2,1854.8,基本站,,,,一般站,,,,
53810,宁夏,同心,195501,200012,36.96666667,105.9,1339.3,1340.7,基本站,,,,一般站,,,,
53817,宁夏,固原,195610,200012,36,106.2666667,1753,1754.2,基准站,,1987年改基准站,,一般站,,,,
53821,甘肃,环县,195701,200012,36.56666667,107.3,1255.6,1256.8,基本站,,,,一般站,,,,
53829,甘肃,庆城,198101,201012,35.98333333,107.9,1093.7,1094.9,,,,,一般站,,,,
53832,陕西,志丹,198101,201012,36.76666667,108.7666667,1218.8,1220,,,,,一般站,,,,
53841,陕西,安塞,198101,201012,36.88333333,109.3166667,1068.3,1069.1,,,,,一般站,,,,
53845,陕西,延安,195101,201207,36.6,109.5,958.5,958.5,基本站,,,国际交换站,,,,,
53848,陕西,甘泉,198101,201012,36.26666667,109.35,1005.5,1005.4,,,,,一般站,,,,
53850,陕西,延川,198101,201012,36.88333333,110.1833333,804.9,805.7,,,,,一般站,,,,
53852,山西,永和,198101,201012,36.76666667,110.6333333,916.6,917.5,,,,,一般站,,,,
53853,山西,隰县,195701,200012,36.7,110.95,1052.7,1053.6,基本站,,,,一般站,,,,
53854,陕西,延长,198101,201012,36.58333333,110.0666667,804.8,805.5,,,,,一般站,,,,
53856,山西,大宁,198101,201012,36.46666667,110.75,765.9,766.8,,,,,一般站,,,,
53857,陕西,宜川,198101,201012,36.06666667,110.1833333,840.3,841.1,,,,,一般站,,,,
53859,山西,吉县,198101,201012,36.1,110.0666667,851.3,852.3,,,,,一般站,,,,
53860,山西,交口,198101,201012,36.98333333,111.0166667,1406.7,1407.2,,,,,一般站,,,,
53861,山西,襄汾,198101,201012,35.88333333,111.3833333,463.5,460.5,,,,,一般站,,,,
53862,山西,灵石,198101,201012,36.85,111.8,811.7,812.5,,,,,一般站,,,,
53863,山西,介休,195401,201207,37.03333333,111.9166667,743.9,745.4,基本站,,,国际交换站,一般站,,,,
53864,山西,蒲县,198101,201012,36.4,111.1,1030.6,1031.1,,,,,一般站,,,,
53865,山西,汾西,198101,201012,36.65,111.55,1011.9,1013.1,,,,,一般站,,,,
53866,山西,洪洞,198101,201012,36.23333333,111.0666667,462.8,464.1,,,,,一般站,,,,
53868,山西,临汾,195401,200012,36.06666667,111.05,449.5,450.4,基本站,,,,一般站,,,,
53869,山西,霍州,198101,201012,36.58333333,111.7,550,551.2,,,,,一般站,,,,
53871,山西,武乡,198101,201012,36.08333333,112.85,964.1,965.8,,,,,一般站,,,,
53872,山西,沁县,198101,201012,36.76666667,112.6833333,960.7,961.6,,,,,一般站,,,,
53873,山西,长子,198101,201012,36.1,112.8666667,951.1,952.5,,,,,一般站,,,,
53874,山西,古县,198101,201012,36.25,111.9,648.7,650,,,,,一般站,,,,
53875,山西,沁源,198101,201012,36.51666667,112.35,1000,1001,,,,,一般站,,,,
53877,山西,安泽,198101,201012,36.01666667,112.25,860.1,861,,,,,一般站,,,,
53878,山西,黎城,198101,201012,36.51666667,113.3833333,767.9,769.1,,,,,一般站,,,,
53879,山西,屯留,198101,201012,36.31666667,112.8833333,952.3,953.2,,,,,一般站,,,,
53880,山西,潞城,198101,201012,36.03333333,113.2333333,947.6,948.9,,,,,一般站,,,,
53881,宁夏,韦州,198101,201012,37.28333333,106.4833333,1382.2,1382.9,,,,,一般站,,,,
53882,山西,长治,198601,200012,36.06666667,113.0333333,1046.9,1047.9,基本站,,,,一般站,,,,
